metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
gender	Lactobacillus_rhamnosus	male	-5.42950623500015e-06	1.88067306285097e-06	1034	12	0.00397140257343124	0.0960279164983436
BMI	Bifidobacterium_angulatum	BMI	-5.29056636175137e-05	1.8340522184521e-05	1034	11	0.00400116318743098	0.0960279164983436
gender	Akkermansia_muciniphila	male	-0.00293532876922515	0.00102153454450508	1034	395	0.0041443752582683	0.0981732528711866
BMI	Megamonas_funiformis	BMI	0.00238562096560232	0.000833516079885664	1034	589	0.00429425620034386	0.0991483963218633
age	Enterococcus_gallinarum	age	0.000140078513426003	4.88902613649954e-05	1034	29	0.00425351693772743	0.0991483963218633
gender	Prevotella_copri	male	0.0334524658307338	0.0118387767976451	1034	936	0.00481027247608666	0.10879993128481
age	Deinococcus_unclassified	age	1.78588023944148e-06	6.32339682577844e-07	1034	509	0.0048315758958715	0.10879993128481
age	Halomonas_unclassified	age	1.09119648278372e-06	3.87578743579557e-07	1034	59	0.00496518632112801	0.11044512011875
age	Clostridium_symbiosum	age	0.000179040555620152	6.38528725461115e-05	1034	590	0.00514378789425955	0.113039386977463
BMI	Gordonibacter_pamelaeae	BMI	-1.40277630700485e-05	5.05147587933514e-06	1034	541	0.00558746182052724	0.11990035718402
gender	Leuconostoc_lactis	male	-9.36720590133652e-05	3.37061734144607e-05	1034	103	0.00555150455790481	0.11990035718402
BMI	Adlercreutzia_equolifaciens	BMI	-0.000182193170211285	6.60029765088879e-05	1034	671	0.00587695248648735	0.123213348682218
GROUP	Bacteroides_ovatus	G2	0.00759130134106744	0.00274963534480679	1034	1031	0.00586872240186382	0.123213348682218
GROUP	Streptococcus_mitis_oralis_pneumoniae	G2	-1.59798599194318e-05	5.81032445829546e-06	1034	502	0.0060602793372466	0.125613062626566
age	Lachnospiraceae_bacterium_4_1_37FAA	age	-4.72585208894604e-06	1.73470176131796e-06	1034	172	0.00655390098339934	0.13431815049124
age	Enterococcus_durans	age	-1.09509357051821e-06	4.026588735617e-07	1034	13	0.00664601437143332	0.134692557927715
gender	Bacteroides_uniformis	male	-0.00648137144731981	0.00239050238882906	1034	1019	0.00681458173362565	0.136591176726738
GROUP	Campylobacter_concisus	G2	-4.12703767321271e-06	1.5258243129209e-06	1034	41	0.00694855787294397	0.137762712611411
age	Sutterella_wadsworthensis	age	-0.00126489245671124	0.000468445211218064	1034	378	0.00704465168904812	0.138166071836815
age	Bordetella_unclassified	age	-6.50756203884534e-07	2.41460346579867e-07	1034	34	0.00715276959303997	0.138607049171722
gender	Coprococcus_sp_ART55_1	male	-0.00314752313460036	0.00116922014941395	1034	246	0.0072191171443605	0.138607049171722
GROUP	Bacteroides_eggerthii	G2	0.0064816190509995	0.00241242347382251	1034	694	0.00733204623551652	0.139308878474814
gender	Streptococcus_mutans	male	-1.14739088951628e-05	4.30798989917675e-06	1034	129	0.0078573848087645	0.142374475244645
gender	Clostridium_citroniae	male	-8.96682288091511e-05	3.3606831359629e-05	1034	764	0.00774786301430838	0.142374475244645
age	Bacteroides_dorei	age	0.0032319173220926	0.00121397053735808	1034	979	0.00788367434194578	0.142374475244645
age	Oscillibacter_unclassified	age	0.000472615243109708	0.000177166989007551	1034	912	0.00775998361223327	0.142374475244645
gender	Megamonas_unclassified	male	0.0173782906946343	0.00651663548724228	1034	884	0.00777990442541354	0.142374475244645
GROUP	Clostridium_symbiosum	G2	0.000368975536515559	0.000138783257305856	1034	590	0.00796837074763122	0.142493218075288
gender	Lactobacillus_iners	male	-7.24623395545465e-05	2.72942372578405e-05	1034	34	0.00805775304961603	0.142692636529123
gender	Eubacterium_cylindroides	male	3.43181735375521e-05	1.29558475685977e-05	1034	64	0.00820126017540686	0.14383748615329
BMI	Prevotella_copri	BMI	0.0150977712578923	0.00573493880035783	1034	936	0.00860159078544626	0.149421919930038
gender	Megamonas_funiformis	male	0.00451416901719861	0.00172064797385437	1034	589	0.00883231787607259	0.151982526471287
BMI	Granulicella_unclassified	BMI	-8.53358465651695e-07	3.29646753306899e-07	1034	196	0.00977082704023972	0.158287303101034
gender	Anaerotruncus_colihominis	male	-7.86987676703279e-05	3.04673805804634e-05	1034	536	0.00993138743548979	0.158287303101034
age	Bacteroides_fragilis	age	0.00272261462201132	0.00104670242467338	1034	732	0.0094260854478156	0.158287303101034
BMI	Coprobacillus_unclassified	BMI	-8.35803362722613e-05	3.2378375532036e-05	1034	497	0.00997973676349722	0.158287303101034
GROUP	Peptostreptococcus_unclassified	G2	-2.34206028634146e-06	9.05051397903466e-07	1034	528	0.00979737503703708	0.158287303101034
gender	Bacteroides_caccae	male	-0.00355345525947762	0.00136340115214029	1034	914	0.00928561193031191	0.158287303101034
gender	Alistipes_finegoldii	male	-0.000632596526833097	0.000244839133178923	1034	739	0.00991215637997162	0.158287303101034
BMI	Dialister_succinatiphilus	BMI	0.00156591968166174	0.000602587395540018	1034	429	0.0094938640879155	0.158287303101034
age	Catenibacterium_mitsuokai	age	-0.000221535606189441	8.53287604475148e-05	1034	100	0.00956000245429285	0.158287303101034
GROUP	Streptococcus_cristatus	G2	-4.74535418853821e-06	1.84277671836143e-06	1034	144	0.0101607420598794	0.159768909631208
BMI	Alistipes_sp_AP11	BMI	-0.000232986773271367	9.07979333660793e-05	1034	290	0.0104299893589163	0.161222886361553
GROUP	Odoribacter_unclassified	G2	5.50416542738585e-06	2.14462272027838e-06	1034	150	0.0104149472368574	0.161222886361553
age	Anaerotruncus_unclassified	age	2.32650459889045e-05	9.1362176368868e-06	1034	792	0.0110280861594248	0.169035539115889
age	Lautropia_mirabilis	age	-7.7729781568119e-07	3.06112007715861e-07	1034	19	0.0112563180394044	0.171096034198947
BMI	Phascolarctobacterium_succinatutens	BMI	0.00158169204640472	0.00062391004311005	1034	156	0.0113890804355056	0.171683328217869
age	Bacteroides_stercoris	age	-0.00556040397105042	0.00219862060791921	1034	981	0.0115872141019923	0.173173324084535
GROUP	Clostridium_nexile	G2	0.000754054110846349	0.000298482802047237	1034	386	0.0116778063938585	0.173173324084535
gender	Eubacterium_ventriosum	male	-0.00097074102775082	0.000386073108405997	1034	863	0.0120765766182486	0.17764254638456
age	Alloprevotella_unclassified	age	1.07754490837932e-05	4.31146945302169e-06	1034	210	0.0126018454754711	0.183886129178074
age	Holdemania_filiformis	age	5.11007926437942e-05	2.05673896925374e-05	1034	594	0.0131308850162266	0.18500338571029
BMI	Bacteroides_plebeius	BMI	0.00503873311047951	0.00202601406645195	1034	839	0.0130408564495585	0.18500338571029
BMI	Parabacteroides_unclassified	BMI	-0.00111832528672894	0.000450380907147688	1034	439	0.01318554832365	0.18500338571029
age	Escherichia_coli	age	0.00401105506515941	0.00161130303630632	1034	1008	0.0129570866450273	0.18500338571029
BMI	Streptococcus_sanguinis	BMI	-1.04017245819428e-05	4.17478754894123e-06	1034	469	0.0128763883722315	0.18500338571029
age	Bifidobacterium_longum	age	0.00126077740701728	0.000511268247321665	1034	926	0.0138275066848325	0.192529558726218
age	Veillonella_atypica	age	0.000102537898066835	4.1764535108311e-05	1034	635	0.0142488970190956	0.196893849718412
age	Clostridium_sp_L2_50	age	0.000897131624497262	0.000367796740010323	1034	218	0.0148892171427678	0.204194977957958
gender	Faecalibacterium_prausnitzii	male	-0.00840222702162316	0.00345133157411865	1034	1033	0.0150835113498809	0.205315855986438
BMI	Bacteroides_sp_2_1_22	BMI	-0.00136234148717197	0.000566793094960673	1034	174	0.0164123347215066	0.220636805563191
BMI	Clostridium_hathewayi	BMI	-0.000112232472976889	4.6710386724333e-05	1034	772	0.0164509898884835	0.220636805563191
GROUP	Peptoniphilus_lacrimalis	G2	1.47154811509784e-06	6.13258490897139e-07	1034	21	0.0165935020017468	0.22092370548311
age	Olsenella_unclassified	age	4.04329245119078e-06	1.68866665742436e-06	1034	468	0.0168286625893316	0.222431018572035
age	Cellvibrio_unclassified	age	1.69732823094519e-07	7.11208862045499e-08	1034	25	0.0171892524079923	0.223003183989207
age	Lachnospiraceae_bacterium_7_1_58FAA	age	3.99378027786281e-05	1.67661155420161e-05	1034	842	0.0173988464794802	0.223003183989207
BMI	Lachnospiraceae_bacterium_2_1_46FAA	BMI	4.02149146471624e-05	1.68769828526837e-05	1034	37	0.0173626367724353	0.223003183989207
age	Enterococcus_faecalis	age	0.00023812310069332	0.000100040720968524	1034	111	0.0174832540079258	0.223003183989207
BMI	Lactobacillus_iners	BMI	3.15156848517601e-05	1.3221871055741e-05	1034	34	0.0173262604946973	0.223003183989207
BMI	Mitsuokella_unclassified	BMI	8.45806784152605e-05	3.56850387855114e-05	1034	835	0.0179636610545751	0.226020821414265
age	Pyramidobacter_piscolens	age	5.87913037225652e-05	2.48052311958772e-05	1034	229	0.0179676639830419	0.226020821414265
age	Adlercreutzia_equolifaciens	age	0.000152765068945679	6.457081229068e-05	1034	671	0.0181747543069215	0.227059944217978
age	Streptococcus_parasanguinis	age	0.000180249094678517	7.6338854496603e-05	1034	866	0.0184045731150788	0.228366948040161
gender	Clostridium_sp_ATCC_BAA_442	male	-0.000209131701841206	8.88367598199893e-05	1034	106	0.01875585928354	0.231153292791736
age	Clostridium_citroniae	age	3.71407376410325e-05	1.5926569839856e-05	1034	764	0.0198946570836446	0.232125133961113
age	Eggerthella_unclassified	age	6.58422568168844e-05	2.81334788083019e-05	1034	822	0.0194575348303567	0.232125133961113
age	Alistipes_finegoldii	age	0.000271821540232501	0.000116031395890189	1034	739	0.0193385369856753	0.232125133961113
gender	Bacteroides_nordii	male	-0.000176554872439315	7.56634301905047e-05	1034	612	0.0198194615520264	0.232125133961113
age	Bacteroides_thetaiotaomicron	age	0.00181824377781184	0.000778507857520627	1034	1014	0.019707804346613	0.232125133961113
BMI	Clostridiaceae_bacterium_JC118	BMI	-1.84102746565696e-05	7.84350818648908e-06	1034	218	0.019105576852598	0.232125133961113
gender	Ruminococcus_albus	male	-5.05951195949223e-06	2.15834031586958e-06	1034	508	0.0192607059029734	0.232125133961113
gender	Prevotella_bivia	male	-6.37419339042661e-05	2.72559381557878e-05	1034	152	0.0195462460292813	0.232125133961113
GROUP	Prevotella_timonensis	G2	4.5134730663585e-06	1.93679288582424e-06	1034	62	0.0199800690964335	0.232125133961113
GROUP	Peptostreptococcaceae_noname_unclassified	G2	-0.000272672887089492	0.000117249925565552	1034	660	0.0202368647198947	0.233620514234734
BMI	Ruminococcus_callidus	BMI	-0.000447346353661945	0.000193448808809562	1034	594	0.0209496208914367	0.234430113533623
BMI	Haemophilus_paraphrohaemolyticus	BMI	-5.47006311758515e-06	2.36313012555804e-06	1034	36	0.0208242553953738	0.234430113533623
gender	Fusobacterium_nucleatum	male	-0.000108808107967873	4.69378150312647e-05	1034	130	0.0206391282940875	0.234430113533623
GROUP	Anaerococcus_vaginalis	G2	1.93815853716716e-06	8.37095293994351e-07	1034	34	0.0207921242258187	0.234430113533623
age	Granulicatella_unclassified	age	-3.24611313314019e-06	1.4028545279542e-06	1034	734	0.0208693308501879	0.234430113533623
gender	Enterococcus_faecium	male	-0.000593674638958175	0.000258728838766303	1034	240	0.0219594695767855	0.238568324972463
BMI	Akkermansia_muciniphila	BMI	-0.00113599203465383	0.000494851638418704	1034	395	0.0218997008633666	0.238568324972463
gender	Prevotella_buccalis	male	-1.37383100290613e-06	5.98791216780028e-07	1034	41	0.0219733983527269	0.238568324972463
BMI	Butyrivibrio_crossotus	BMI	-0.000995280379841877	0.000433576306334305	1034	45	0.0219058883849979	0.238568324972463
BMI	Cupriavidus_unclassified	BMI	-1.98204705520273e-07	8.61644629828305e-08	1034	34	0.0216319420095066	0.238568324972463
gender	Holdemania_filiformis	male	-9.85164976285832e-05	4.33994767143862e-05	1034	594	0.0234159990433426	0.249770656462321
gender	Prevotella_disiens	male	-1.13077749722096e-05	4.97760788281063e-06	1034	29	0.0233104816477376	0.249770656462321
gender	Roseburia_hominis	male	-0.0013994820191711	0.000616269085428244	1034	896	0.0233611432496273	0.249770656462321
