metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
BMI	PWY_5101	BMI	-0.000190720840611636	5.95000056644592e-05	1034	1016	0.00139066888042555	0.0194046820524495
age	PWY_6305	age	-0.000179029558385074	5.59292009415959e-05	1034	1034	0.00141180822867073	0.0195481139354409
age	PWY_6628	age	0.000122742907033988	3.8405428423989e-05	1034	998	0.00143637821490926	0.0197364945560052
BMI	PWY_7357	BMI	0.000378967795828167	0.000118680993463426	1034	1034	0.00145031221678196	0.0197769847742994
age	PWY_6897	age	-0.000309871772450359	9.71896976962054e-05	1034	1034	0.00147458521756217	0.0199567924181346
age	ANAGLYCOLYSIS_PWY	age	0.000298296933755422	9.3632405667213e-05	1034	1034	0.00148720252709757	0.0199773473789226
gender	THISYN_PWY	male	0.000382681263565704	0.000120518390948261	1034	951	0.00154172475473968	0.0204811587228731
GROUP	TRNA_CHARGING_PWY	G2	-0.000277441987468184	8.74052108348417e-05	1034	1033	0.00154746532572819	0.0204811587228731
BMI	SER_GLYSYN_PWY	BMI	-0.000199687173810009	6.31466361456212e-05	1034	1034	0.00161162222061503	0.0210567264190333
BMI	GLUCUROCAT_PWY	BMI	-0.000159429576760081	5.04239921644291e-05	1034	1034	0.00161434902545922	0.0210567264190333
BMI	ASPASN_PWY	BMI	-0.000158989202154469	5.03697826213477e-05	1034	1034	0.00164390709457947	0.0212880055413169
age	PWY0_1261	age	0.000115531267383389	3.67040779277847e-05	1034	1027	0.00169370075558051	0.0216217117733682
age	PWY_6901	age	0.0001000839603985	3.17861154155787e-05	1034	1034	0.00168781270234355	0.0216217117733682
BMI	HISDEG_PWY	BMI	-4.41759148023062e-05	1.40443489441749e-05	1034	1009	0.00170626675404262	0.0216287335019487
age	PWY_6630	age	0.000111889587875451	3.59874353813394e-05	1034	956	0.00192841682468379	0.024273778212803
gender	PWY_5656	male	2.63246719578825e-05	8.5431210574604e-06	1034	775	0.00211563495514294	0.0264454369392868
age	PWY_7196	age	-0.000188002325018717	6.10631039743158e-05	1034	1025	0.00213378288758367	0.0264883392941421
gender	P42_PWY	male	-0.000168879048815079	5.49862406355885e-05	1034	1033	0.00218778298599974	0.0266081714513482
age	PWY66_399	age	5.91668257003233e-05	1.9248674289696e-05	1034	912	0.00216958331054319	0.0266081714513482
GROUP	PWY_7323	G2	0.000270486069200086	8.80574259212937e-05	1034	1032	0.00218484939351517	0.0266081714513482
gender	PWY_6629	male	0.000223554809588481	7.30546813148621e-05	1034	857	0.00227044994034076	0.0274282543128414
age	COBALSYN_PWY	age	-0.000249762317817873	8.17540687198322e-05	1034	1034	0.00230873431670084	0.027521336225573
age	PWY_7527	age	2.25104585088985e-06	7.36717534157e-07	1034	48	0.00230520635970341	0.027521336225573
BMI	GLYCOLYSIS	BMI	-0.000218387862029159	7.16623569706878e-05	1034	1034	0.00236728625798378	0.0279518059036303
BMI	PWY_6700	BMI	0.000731511774495735	0.000240127018850647	1034	1034	0.00237590350180857	0.0279518059036303
age	PWYG_321	age	9.08407030691471e-05	2.98641938466738e-05	1034	1021	0.00241185970388372	0.0280086933354238
age	RIBOSYN2_PWY	age	0.000147551869593412	4.84894613070006e-05	1034	1016	0.00240255119034868	0.0280086933354238
gender	DENOVOPURINE2_PWY	male	-0.000236469483671367	7.805795371317e-05	1034	1034	0.00251203607342351	0.0289290860736897
gender	RIBOSYN2_PWY	male	-0.000309824481394851	0.00010231814918399	1034	1016	0.00252325917420515	0.0289290860736897
BMI	PWY_4242	BMI	-0.000147535037952936	4.87912028970637e-05	1034	1034	0.00255861801011236	0.029148812773432
gender	PWY_6891	male	0.000146266427180174	4.84826797633889e-05	1034	936	0.00261725285433069	0.0296292775961965
BMI	GALACT_GLUCUROCAT_PWY	BMI	-0.000155830800692474	5.17776989638336e-05	1034	1034	0.002680118741398	0.0301513358407275
gender	COLANSYN_PWY	male	-0.000166358633998553	5.54614432169021e-05	1034	1032	0.0027695606243257	0.0309640318247593
BMI	POLYAMINSYN3_PWY	BMI	5.57832265740079e-05	1.86456751994519e-05	1034	926	0.00284053116756382	0.0315614574173757
gender	GALACT_GLUCUROCAT_PWY	male	-0.000319125178607783	0.000106885991719779	1034	1034	0.00289722158158165	0.0319938579561164
age	PWY_5862	age	6.98281710969798e-05	2.35294475284126e-05	1034	877	0.00307049195639526	0.0333906100166061
age	PWY_5860	age	6.98343096875029e-05	2.35285136410858e-05	1034	878	0.00306674428244424	0.0333906100166061
gender	PWY_5840	male	0.000200403178048278	6.75486262294993e-05	1034	973	0.00307935625708701	0.0333906100166061
age	PWY_6527	age	-0.000193313282246182	6.53607584223393e-05	1034	1034	0.00317156810753449	0.0341845664285155
gender	P461_PWY	male	0.00060020723608704	0.000203708964135693	1034	1034	0.00328810919817652	0.0350212814006967
gender	PWY_7371	male	0.000341023932718796	0.000115674674684433	1034	796	0.00326988030422713	0.0350212814006967
gender	PWY_5690	male	0.000491925231244279	0.000167146264700739	1034	1032	0.00332320366888901	0.0351868623764719
age	TEICHOICACID_PWY	age	1.60614817667709e-06	5.46573610472744e-07	1034	132	0.00337148096956128	0.0354892733638029
gender	PWY_5659	male	-0.000366209916618987	0.000125178721349829	1034	1034	0.00351525237091362	0.036779720901469
age	PWY66_422	age	-0.000215821441949019	7.38168160084787e-05	1034	1034	0.00353493984219674	0.036779720901469
age	PWY_7237	age	-0.000474179768219261	0.000162432360184212	1034	1027	0.0035859299722267	0.0370958272988969
gender	ARGSYNBSUB_PWY	male	0.000290666223542262	9.97053725832109e-05	1034	1034	0.00363174547210259	0.0373550962844838
gender	PWY_1042	male	-0.000698436812523885	0.000239810129548871	1034	1034	0.00366411757180884	0.0374739297116813
age	PWY_6859	age	2.87110075704498e-05	9.94566288294891e-06	1034	911	0.00397409391751637	0.0399158701191805
BMI	COLANSYN_PWY	BMI	-7.76268733906003e-05	2.68666255023679e-05	1034	1032	0.00394220152623472	0.0399158701191805
BMI	OANTIGEN_PWY	BMI	-0.000117800635713322	4.07961620523711e-05	1034	1034	0.00396464218765076	0.0399158701191805
age	PWY_7197	age	-0.000158772808088737	5.50264069725737e-05	1034	1034	0.00399158701191805	0.0399158701191805
age	HISDEG_PWY	age	3.95675701706565e-05	1.37396079296062e-05	1034	1009	0.00406226148947484	0.0403981805583133
age	PWY_6163	age	-0.000243483947495995	8.48852138874373e-05	1034	1034	0.00421069506552699	0.0416442369118054
BMI	DENOVOPURINE2_PWY	BMI	-0.000108288040954279	3.78128243380041e-05	1034	1034	0.00427181293328979	0.0420178321307192
age	ASPASN_PWY	age	0.000140875331872524	4.92768349367916e-05	1034	1034	0.00433830586968854	0.0423878383974368
age	PRPP_PWY	age	8.02473389028464e-05	2.80829171070713e-05	1034	1034	0.00435652783529211	0.0423878383974368
gender	GLUTORN_PWY	male	0.000243344039071929	8.55055907091035e-05	1034	1034	0.00451670244122497	0.0437007333211481
age	PWY_5656	age	1.15155599439809e-05	4.04865941439026e-06	1034	775	0.00454002062836372	0.0437007333211481
GROUP	P162_PWY	G2	3.9826880426703e-05	1.40229712762942e-05	1034	365	0.00459935277896283	0.044036356394325
age	PWY_5896	age	8.4569475813676e-05	2.98860898843605e-05	1034	877	0.00475016482159203	0.0447659511982495
age	PWY_5845	age	8.4569475813676e-05	2.98860898843605e-05	1034	877	0.00475016482159203	0.0447659511982495
age	PWY_5850	age	8.45786268022198e-05	2.9884606378984e-05	1034	878	0.00474359012802395	0.0447659511982495
age	PWY_6317	age	-0.000209648871648767	7.42285626466138e-05	1034	1034	0.00482967142243792	0.0452781695853555
age	AST_PWY	age	2.74182053096803e-05	9.71942255501462e-06	1034	890	0.00488072940395486	0.0455197560990608
gender	PWY_6263	male	6.86359490032773e-05	2.44168946572721e-05	1034	610	0.00503331414508547	0.0466599398881444
age	POLYAMSYN_PWY	age	-0.00020172156936783	7.18392085013887e-05	1034	1032	0.00508074901004239	0.0466599398881444
gender	HISTSYN_PWY	male	-0.000287271600232649	0.000102274868420414	1034	1034	0.00506730567889834	0.0466599398881444
gender	PWY_6892	male	0.00016595894855773	5.92978668652992e-05	1034	951	0.00522703249385911	0.047043292444732
age	GLYCOL_GLYOXDEG_PWY	age	2.91573545678883e-05	1.04180052860777e-05	1034	895	0.00522683163244818	0.047043292444732
age	PWY_6595	age	2.05156724452382e-05	7.32319250100518e-06	1034	967	0.00518332296601447	0.047043292444732
BMI	PWY_5100	BMI	-0.000142338458073346	5.08282735562334e-05	1034	1034	0.00520066142667085	0.047043292444732
BMI	PWY_6531	BMI	-4.21438712229431e-05	1.51043418122799e-05	1034	1003	0.00536601968577247	0.0480539076337833
gender	PWY_5838	male	0.000198461439389686	7.13016015364645e-05	1034	935	0.00547849426377619	0.048577781649247
age	PWY_6936	age	9.01660244081026e-05	3.23928708777746e-05	1034	1034	0.00547670842759417	0.048577781649247
age	PWY_7219	age	-0.000655678776443118	0.000236002836310567	1034	1034	0.00556526975843699	0.0491053213979735
BMI	TRPSYN_PWY	BMI	0.000221530726051117	7.99641135892806e-05	1034	1034	0.00570084844213031	0.0500562302235832
age	P164_PWY	age	3.31829104321593e-05	1.20424034298794e-05	1034	917	0.00596453646914516	0.051996026963461
gender	PWY_5505	male	6.83291188852002e-05	2.48047637631291e-05	1034	921	0.00597954310079802	0.051996026963461
age	PWY_5705	age	2.32056985728093e-05	8.4386153430988e-06	1034	885	0.00606599258371286	0.0524941665898228
age	PWY_5861	age	7.40854205419334e-05	2.70118244036499e-05	1034	935	0.00620030255195616	0.0531777822728773
gender	ARGSYN_PWY	male	0.000337383272850708	0.000123020242762893	1034	1034	0.00620407459850235	0.0531777822728773
gender	PWY_5022	male	0.000107615857709772	3.93709100339976e-05	1034	938	0.0063771558884601	0.0544022777214606
age	PENTOSE_P_PWY	age	9.51023195016953e-05	3.48521470188275e-05	1034	1034	0.00646707428104207	0.0548635013805042
gender	PWY_6628	male	0.000221031679599545	8.10397197461426e-05	1034	998	0.006492180996693	0.0548635013805042
age	PWY_5840	age	8.72063659274547e-05	3.20118818021863e-05	1034	973	0.00655616535844946	0.0549621742723751
gender	CITRULBIO_PWY	male	-0.000146766856755138	5.38842507420937e-05	1034	1021	0.00656492637142258	0.0549621742723751
gender	PWY_5104	male	-0.000289365511422007	0.000106464473305771	1034	1004	0.00668004907380378	0.0556670756150315
age	PWY_7013	age	6.99719227843884e-05	2.58719071614983e-05	1034	807	0.00695354314411929	0.0574391217045852
age	PWY0_1298	age	5.83428769597127e-05	2.15732435796566e-05	1034	1032	0.00695651585088866	0.0574391217045852
gender	HSERMETANA_PWY	male	-0.000181076637238327	6.70948175862404e-05	1034	1034	0.00707363044715724	0.0581394283327992
age	PWY0_862	age	7.86729616471532e-05	2.92456239348291e-05	1034	1025	0.0072602396544905	0.0588668080093824
age	FASYN_ELONG_PWY	age	8.74656142846016e-05	3.2495615097049e-05	1034	1025	0.00722711986151016	0.0588668080093824
BMI	GLYCOCAT_PWY	BMI	8.42318766834187e-05	3.12954997856469e-05	1034	1030	0.00722952041134553	0.0588668080093824
gender	PWY_7400	male	0.00033657562039677	0.000125508636722085	1034	1034	0.00744336684021848	0.0600809879479519
age	PWY_6700	age	-0.000628455086330295	0.000234916627707506	1034	1034	0.00758745065616995	0.0609705856299371
age	PWY_922	age	4.724816243868e-06	1.77422926334823e-06	1034	499	0.00786613967692195	0.0629291174153756
age	PWY_7371	age	-0.000145593527483721	5.48192349748677e-05	1034	796	0.0080334647463319	0.0639833475371567
age	PWY_7664	age	8.16374630442411e-05	3.08160098879103e-05	1034	1025	0.008193215144722	0.0644304879649706
age	GLUTORN_PWY	age	0.000107343707891274	4.05218435369241e-05	1034	1034	0.00819698985776571	0.0644304879649706
age	FASYN_INITIAL_PWY	age	7.08775837874348e-05	2.67312745743903e-05	1034	1025	0.00813811720593293	0.0644304879649706
gender	GLUDEG_I_PWY	male	8.83763590501793e-05	3.34118826898789e-05	1034	975	0.00829324350799432	0.0648689804684235
GROUP	PWY_3001	G2	-0.000307448217403066	0.000116356795078693	1034	1034	0.00836089081593014	0.0648689804684235
age	PWY_6282	age	7.37706908561979e-05	2.79099801758282e-05	1034	1025	0.0083394186319542	0.0648689804684235
age	PWY0_1296	age	-0.000192534786750978	7.3152818635305e-05	1034	1034	0.00861774734945506	0.0662903642265774
