metadata	feature	value	coef	stderr	N	N.not.0	pval	qval
BMI	PWY_7323	BMI	-0.000189120577530492	5.93266535379948e-05	481	480	0.00152866222413509	0.0221902580922836
FT3	FAO_PWY	FT3	7.50556445988294e-05	2.35845927996343e-05	481	475	0.00155674808797178	0.0224171724667937
age	ANAEROFRUCAT_PWY	age	0.000283666859343523	8.93295315554529e-05	481	481	0.00159339965538321	0.0227628522197601
FT3	PWY_6282	FT3	0.000130155008881226	4.10732117049607e-05	481	476	0.00162955845782651	0.023096104126675
age	PWY_6123	age	0.00030540707452629	9.64614936238668e-05	481	481	0.00164471905260371	0.0231288616772396
gender	PWY0_162	male	0.00108507840407198	0.000343264124790957	481	481	0.00167285966180512	0.0233422278391412
FT3	PWY_5136	FT3	6.79402412733008e-05	2.15100076595704e-05	481	475	0.0016870780679936	0.0233595424799114
FT3	PWY0_41	FT3	9.32015498557896e-06	2.95668939195902e-06	481	372	0.00172321493734279	0.0236777624978398
gender	PWY_7539	male	-0.000290933094696397	9.24981104406298e-05	481	481	0.0017637532621998	0.0238703449019522
FT3	PWY66_409	FT3	0.000217001761240951	6.89646844648506e-05	481	481	0.00175623039559298	0.0238703449019522
gender	PWY_7371	male	0.000521306512029676	0.000166140466883573	481	372	0.00180880189831992	0.0242942982612273
FT3	LPSSYN_PWY	FT3	4.8251586946824e-05	1.53885215145154e-05	481	354	0.00182207236959205	0.0242942982612273
BMI	DAPLYSINESYN_PWY	BMI	-0.000189746406548227	6.06761351848441e-05	481	481	0.00187357706090236	0.0247809448823624
FT3	PWY_6630	FT3	0.000165783050828202	5.30471953199566e-05	481	447	0.0018861052493798	0.0247809448823624
BMI	PWY_5484	BMI	-0.000337254425749314	0.000108314443791642	481	481	0.00195987417621191	0.0255635762114596
FT3	PWY_6891	FT3	0.000109774087293082	3.52806400647871e-05	481	439	0.00197428161096306	0.0255662366887303
FT3	ARG.POLYAMINE_SYN	FT3	0.000217275348471344	6.98804355720228e-05	481	480	0.0019888056295851	0.0255703580946656
FT3	FASYN_ELONG_PWY	FT3	0.000147647567475502	4.76400377523314e-05	481	476	0.0020558529610646	0.0262355943793341
BMI	PWY0_162	BMI	0.00052030662099876	0.000167992412023704	481	481	0.00206969688992524	0.0262355943793341
FT3	PWY_6387	FT3	-0.000496285296169895	0.00016036359833958	481	481	0.00208654119226435	0.0262641548676632
FT3	PWY_6386	FT3	-0.000523959555366194	0.00017006727243025	481	481	0.00218407676659895	0.0273009595824869
age	PWY_5863	age	7.34234295173568e-05	2.39180627974843e-05	481	467	0.00226527085790437	0.027927996878273
FT3	PWY_3841	FT3	-0.000495634750055803	0.000161384537035751	481	481	0.0022552438195064	0.027927996878273
age	PWY_7013	age	9.97699519967536e-05	3.25284355572204e-05	481	390	0.00228489215044696	0.0279520702483795
FT3	PWY_6628	FT3	0.000175837896609519	5.73625291346716e-05	481	462	0.00229828133153343	0.0279520702483795
BMI	PWY_7237	BMI	0.000724184906796647	0.000236500051238421	481	476	0.0023231683404978	0.0280651208919198
FT3	PWY_6185	FT3	4.8989350836896e-06	1.60563422786593e-06	481	131	0.00240827460835614	0.0288992953002736
BMI	GLYCOLYSIS	BMI	-0.000338182463757727	0.000111035851825996	481	481	0.00245096875402002	0.0292168460744108
age	REDCITCYC	age	6.55811461223241e-05	2.15886382375819e-05	481	467	0.0025152110667311	0.0295907184321306
FT3	GLYCOLYSIS_E_D	FT3	0.000118962037623366	3.91395777190012e-05	481	479	0.00250158778650881	0.0295907184321306
gender	POLYAMSYN_PWY	male	0.000648334577822589	0.000213794530252039	481	481	0.00255851315537855	0.0299046992187104
BMI	DTDPRHAMSYN_PWY	BMI	-0.000453347907235127	0.000149766797612644	481	481	0.00260450382838922	0.0302458509103264
FT3	PWY_6125	FT3	-0.000328066492191331	0.000108580331229885	481	481	0.00265229211378589	0.0306033705436833
gender	PYRIDOXSYN_PWY	male	-0.00105935475591966	0.000352156133156192	481	481	0.0027681505827222	0.0313644498068162
FT3	PWY0_1586	FT3	0.000290856530645359	9.66965604431074e-05	481	481	0.0027705263996021	0.0313644498068162
FT3	PWY0_166	FT3	-0.000201369538232271	6.69329696443113e-05	481	481	0.00276521082427628	0.0313644498068162
FT3	PWY_7539	FT3	0.000126423056099343	4.22277761241776e-05	481	481	0.0028992277163269	0.0326163118086776
age	PWY_6168	age	0.000305193696335388	0.00010228797541271	481	481	0.00299542548930168	0.0327750717048326
age	PWY_7196	age	-0.000271047919289053	9.08721186209088e-05	481	476	0.00300438157294299	0.0327750717048326
BMI	PWY_5659	BMI	-0.000264207205150328	8.84162206294289e-05	481	481	0.00295201422271239	0.0327750717048326
BMI	PWY_7357	BMI	0.000529741951752815	0.000177212725992885	481	481	0.00294180611863219	0.0327750717048326
FT3	SULFATE_CYS_PWY	FT3	0.000136459410318253	4.57104027939914e-05	481	476	0.00297978805526295	0.0327750717048326
FT3	PWY_7328	FT3	4.29914881681583e-05	1.4433418618673e-05	481	467	0.00304442926515012	0.0330118835980133
BMI	GOLPDLCAT_PWY	BMI	0.000367019641932003	0.000123384114791811	481	457	0.00308362848902026	0.033236714252913
age	PWY_5791	age	9.3377739772549e-05	3.14399257549519e-05	481	467	0.0031290419616221	0.0333270741474544
age	PWY_5837	age	9.3377739772549e-05	3.14399257549519e-05	481	467	0.0031290419616221	0.0333270741474544
FT3	PWY_5692	FT3	7.84423103995012e-06	2.65952981759403e-06	481	378	0.00334082269401944	0.0351665546738888
FT3	URDEGR_PWY	FT3	7.84423103995012e-06	2.65952981759403e-06	481	378	0.00334082269401944	0.0351665546738888
BMI	PWY_7371	BMI	0.000239410471962985	8.13086359767794e-05	481	372	0.0033944371741168	0.0355231797291293
BMI	HISDEG_PWY	BMI	-5.97931655963349e-05	2.03572808739056e-05	481	472	0.00347363689030744	0.0355532917353452
gender	P461_PWY	male	0.000846903006252971	0.000288537828236974	481	481	0.00349607368730895	0.0355532917353452
gender	PWY_7282	male	-0.000713694548959105	0.000243131586543105	481	481	0.00349307801472905	0.0355532917353452
FT3	P441_PWY	FT3	0.000115042530251262	3.91143152637675e-05	481	480	0.00342990698952714	0.0355532917353452
gender	HISTSYN_PWY	male	-0.000431369696450093	0.000146803183130026	481	481	0.00346009227491341	0.0355532917353452
BMI	PWY_5690	BMI	0.000343058191528398	0.000117179008252972	481	480	0.00358008753290466	0.0362031323552156
age	PWY_2941	age	-0.000151616050140628	5.18237339489361e-05	481	480	0.00360312446797274	0.0362325365494466
BMI	PWY_5188	BMI	0.000265935832152146	9.10574902691791e-05	481	481	0.00366135877521315	0.0366135877521315
FT3	PWY_5121	FT3	9.88976852969369e-05	3.38886630886523e-05	481	476	0.00368699877105765	0.0366662861210153
gender	PWY_5690	male	0.000697349589915128	0.000239435515135965	481	480	0.00375537029342777	0.0371410248800548
FT3	PWY_6606	FT3	5.73712292571903e-05	1.97233011885647e-05	481	480	0.00379892548900486	0.0373664802197199
FT3	PWY_5898	FT3	0.000163411973819861	5.62834589746321e-05	481	467	0.00386423143499468	0.0373957880805937
FT3	PWY_5899	FT3	0.000163411973819861	5.62834589746321e-05	481	467	0.00386423143499468	0.0373957880805937
FT3	PWY_5897	FT3	0.000163411973819861	5.62834589746321e-05	481	467	0.00386423143499468	0.0373957880805937
FT3	PWY_5417	FT3	4.88542031721649e-06	1.68820038942714e-06	481	126	0.00398110439315284	0.0379152799347889
FT3	PWY_6263	FT3	5.30800451678833e-05	1.83354892438637e-05	481	289	0.00396777420801617	0.0379152799347889
FT3	PWY_5431	FT3	4.88542031721649e-06	1.68820038942714e-06	481	126	0.00398110439315284	0.0379152799347889
FT3	PWY_7184	FT3	-0.000181491993419208	6.30884787189937e-05	481	481	0.00419904758587302	0.0397804508135338
age	PWY_6628	age	0.000167446602236631	5.82686623407686e-05	481	462	0.0042395693640473	0.0399540568339537
BMI	PWY_6608	BMI	0.000231570935087635	8.07915010683834e-05	481	481	0.004338470579955	0.0405314055272508
FT3	GLUTORN_PWY	FT3	0.000173091636917921	6.04329147942725e-05	481	481	0.00436661603638707	0.0405314055272508
age	AST_PWY	age	4.47917109192513e-05	1.56392132648295e-05	481	417	0.00436838481793703	0.0405314055272508
BMI	P461_PWY	BMI	0.000403433277992549	0.000141209529994226	481	481	0.00446531146345871	0.0412182596626958
gender	PWY_6305	male	0.000478639997690399	0.000167665201427104	481	481	0.00449647168838365	0.0412941277504621
gender	PWY_7234	male	-0.000403775753837982	0.000141726467375251	481	481	0.00457722842811801	0.0418223917289971
age	GLYOXYLATE_BYPASS	age	9.66428495868857e-05	3.39555668866008e-05	481	452	0.00461730305115559	0.0419754822832326
age	BRANCHED_CHAIN_AA_SYN_PWY	age	-0.000322052412213669	0.000113506503089596	481	481	0.00474505313460714	0.0429200786044867
age	PWY_6185	age	4.61940262448331e-06	1.63099779730164e-06	481	131	0.00481932856474253	0.0431581662514256
FT3	X3_HYDROXYPHENYLACETATE_DEGRADATION_PWY	FT3	3.60169621441006e-05	1.27132948126789e-05	481	318	0.00480807932350935	0.0431581662514256
FT3	PWY_4702	FT3	5.01028974543598e-05	1.77814689295999e-05	481	437	0.00503939645932816	0.0449055130039143
FT3	PWY_7013	FT3	9.01320524230507e-05	3.20225873977345e-05	481	390	0.00508686176851913	0.0451051782430268
age	PWY_4242	age	0.000184575048224779	6.582564613198e-05	481	481	0.00525492120973403	0.0455862891539381
FT3	PWY_6122	FT3	-0.000308112989280251	0.000109976475777979	481	481	0.00529307468509614	0.0455862891539381
FT3	PEPTIDOGLYCANSYN_PWY	FT3	-0.000489192690637926	0.000174417068657944	481	481	0.00524322618460648	0.0455862891539381
BMI	COBALSYN_PWY	BMI	0.000333185630573545	0.000118879738161612	481	481	0.00527559098007467	0.0455862891539381
FT3	PWY_6277	FT3	-0.000308112989280251	0.000109976475777979	481	481	0.00529307468509614	0.0455862891539381
FT3	PWY_5101	FT3	-0.000240265155995955	8.57408264065487e-05	481	473	0.00528341136043959	0.0455862891539381
FT3	PWY0_1261	FT3	0.000155794127949815	5.57333816565397e-05	481	477	0.0053952648447937	0.0462451272410889
gender	PWY_5484	male	-0.000617668655492214	0.000221322274634113	481	481	0.00547018408829616	0.0466650775304886
FT3	X1CMET2_PWY	FT3	-0.000460932924286641	0.000165735879715867	481	481	0.00563326426129187	0.0478296022185159
age	PWY_5103	age	-0.000309143103507083	0.000111239270316368	481	481	0.005668301596502	0.0479011402521296
gender	PWY_5659	male	-0.000500969661225753	0.000180663615850712	481	481	0.00577460027898047	0.0483454907077435
age	PWY_841	age	0.00022388959111121	8.0708307858458e-05	481	481	0.00575512878917034	0.0483454907077435
FT3	PPGPPMET_PWY	FT3	6.47503688383892e-05	2.34407086000342e-05	481	478	0.00596301016212103	0.0496917513510086
BMI	HISTSYN_PWY	BMI	-0.000198127964538876	7.18450284945717e-05	481	481	0.00604603491329312	0.0501514416770858
FT3	PWY_1861	FT3	-2.02915699933303e-05	7.36499771197644e-06	481	362	0.00609309097633577	0.0502637192361118
BMI	PWY_7197	BMI	0.000223553868782677	8.11766184365948e-05	481	481	0.00611541917372693	0.0502637192361118
age	GLYCOL_GLYOXDEG_PWY	age	4.79846090270504e-05	1.75230881466058e-05	481	424	0.00640750298386736	0.0524250244134602
age	PWY_4722	age	1.36842930449937e-06	5.00374112747075e-07	481	41	0.00647595384412595	0.0527453254272702
FT3	HEXITOLDEGSUPER_PWY	FT3	0.000120555325800475	4.41544895928241e-05	481	481	0.00656370688302515	0.0532192449975012
FT3	PWY_724	FT3	-0.000256145394172286	9.40450596715006e-05	481	481	0.00669544017540334	0.0540114926479985
BMI	PRPP_PWY	BMI	-0.00011701912668518	4.29846787682203e-05	481	481	0.00672143019619537	0.0540114926479985
age	PWY66_422	age	-0.00027284427851818	0.000100368023386697	481	481	0.00680006089804895	0.0544004871843916
age	PWY_6163	age	-0.00034366680551172	0.000126826512583834	481	481	0.00697812861183775	0.0550904890408244
FT3	PWY0_42	FT3	1.30358702868644e-05	4.80799679369064e-06	481	253	0.00694609843519969	0.0550904890408244
BMI	PWY0_845	BMI	-0.000420298615635897	0.000155089559439171	481	481	0.00697194626600336	0.0550904890408244
age	PWY_5862	age	9.76251866783977e-05	3.62211686799351e-05	481	417	0.00728402834300705	0.0559824182448635
age	PWY_5860	age	9.76251866783977e-05	3.62211686799351e-05	481	417	0.00728402834300705	0.0559824182448635
age	GLUCOSE1PMETAB_PWY	age	0.000102709580793129	3.80460293551373e-05	481	462	0.00719069023574599	0.0559824182448635
FT3	PWY_7222	FT3	-0.000243678058488262	9.03377035702943e-05	481	481	0.00723765992851168	0.0559824182448635
FT3	PWY_7220	FT3	-0.000243678058488262	9.03377035702943e-05	481	481	0.00723765992851168	0.0559824182448635
FT3	PWY_5384	FT3	6.85668065374776e-05	2.54507047022666e-05	481	475	0.00730881571530162	0.0559824182448635
FT3	PWY_6895	FT3	0.000202947365442906	7.52782354809964e-05	481	439	0.00726873586615272	0.0559824182448635
age	PWY_7208	age	-0.000327662337052839	0.000121780172372169	481	481	0.00738468342692914	0.0563238566460697
gender	GLYCOLYSIS	male	-0.000608840539238143	0.000226883012383267	481	481	0.00754099237712102	0.0572733598262356
